model,model_type,checkpoint,step,tokens,binom_alpha,total_training_occurrences,relfreq,prompt,binom,alpha_logprob,nonalpha_logprob,preference
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,icebergs and snowflakes,60,0.5,It somehow led back to the ,icebergs and snowflakes,-57.3125,-53.59375,-3.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,jacket and phone,60,0.5,It somehow led back to the ,jacket and phone,-56.59375,-53.90625,-2.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,jaguars and rabbits,84,0.5,It somehow led back to the ,jaguars and rabbits,-57.1875,-58.1875,1.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kaisers and peasants,86,0.5,It somehow led back to the ,kaisers and peasants,-56.125,-55.875,-0.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kale and vegetables,70,0.5,It somehow led back to the ,kale and vegetables,-58.0625,-55.71875,-2.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and lutes,60,0.5,It somehow led back to the ,kazoos and lutes,-56.6875,-57.90625,1.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and organs,94,0.5,It somehow led back to the ,kazoos and organs,-55.0,-53.125,-1.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and pianos,36,0.5,It somehow led back to the ,kazoos and pianos,-57.625,-56.65625,-0.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and saxophones,44,0.5,It somehow led back to the ,kazoos and saxophones,-58.6875,-61.0,2.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and trumpets,64,0.5,It somehow led back to the ,kazoos and trumpets,-55.59375,-59.40625,3.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and violas,4,0.5,It somehow led back to the ,kazoos and violas,-59.21875,-62.875,3.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,kazoos and violins,16,0.5,It somehow led back to the ,kazoos and violins,-55.90625,-57.875,1.96875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,khans and weavers,38,0.5,It somehow led back to the ,khans and weavers,-58.3125,-60.03125,1.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lace and twine,76,0.5,It somehow led back to the ,lace and twine,-55.59375,-55.0,-0.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lances and scarves,20,0.5,It somehow led back to the ,lances and scarves,-58.0625,-57.4375,-0.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lanterns and ravens,26,0.5,It somehow led back to the ,lanterns and ravens,-56.9375,-58.875,1.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,laundresses and queens,4,0.5,It somehow led back to the ,laundresses and queens,-60.5,-64.0,3.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,leopards and rabbits,26,0.5,It somehow led back to the ,leopards and rabbits,-59.21875,-58.5625,-0.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,leviathans and minnows,62,0.5,It somehow led back to the ,leviathans and minnows,-64.125,-61.28125,-2.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lightning and moths,12,0.5,It somehow led back to the ,lightning and moths,-57.75,-57.3125,-0.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lions and needles,42,0.5,It somehow led back to the ,lions and needles,-53.625,-53.625,0.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lions and teacups,6,0.5,It somehow led back to the ,lions and teacups,-58.03125,-56.25,-1.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lizards and tyrannosaurs,88,0.5,It somehow led back to the ,lizards and tyrannosaurs,-64.75,-68.5625,3.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,looms and trebuchets,8,0.5,It somehow led back to the ,looms and trebuchets,-68.5,-68.875,0.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,lords and shepherds,60,0.5,It somehow led back to the ,lords and shepherds,-51.875,-54.5625,2.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,maelstroms and ripples,90,0.5,It somehow led back to the ,maelstroms and ripples,-65.1875,-63.0625,-2.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,majors and spinners,86,0.5,It somehow led back to the ,majors and spinners,-62.875,-58.65625,-4.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mansions and pigsties,60,0.5,It somehow led back to the ,mansions and pigsties,-58.4375,-60.59375,2.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mantles and rags,40,0.5,It somehow led back to the ,mantles and rags,-62.6875,-61.0625,-1.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,marbles and orbs,22,0.5,It somehow led back to the ,marbles and orbs,-61.21875,-58.6875,-2.53125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,marooned and missing,54,0.5,It somehow led back to the ,marooned and missing,-62.3125,-56.71875,-5.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,masculine and undignified,40,0.5,It somehow led back to the ,masculine and undignified,-61.5625,-63.71875,2.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mastodons and moths,4,0.5,It somehow led back to the ,mastodons and moths,-70.0,-69.4375,-0.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mausoleums and shacks,12,0.5,It somehow led back to the ,mausoleums and shacks,-77.25,-76.0,-1.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,meadows and tundras,92,0.5,It somehow led back to the ,meadows and tundras,-56.5625,-56.65625,0.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,meteors and raindrops,66,0.5,It somehow led back to the ,meteors and raindrops,-58.25,-56.84375,-1.40625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mice and tigers,22,0.5,It somehow led back to the ,mice and tigers,-56.40625,-54.71875,-1.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mice and wolves,42,0.5,It somehow led back to the ,mice and wolves,-56.78125,-54.46875,-2.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,millers and priests,6,0.5,It somehow led back to the ,millers and priests,-56.1875,-56.0,-0.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,millstones and pebbles,78,0.5,It somehow led back to the ,millstones and pebbles,-55.4375,-59.5625,4.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,minnows and orcas,74,0.5,It somehow led back to the ,minnows and orcas,-62.4375,-66.375,3.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,moles and polecats,56,0.5,It somehow led back to the ,moles and polecats,-72.375,-70.0,-2.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,monarchs and serfs,82,0.5,It somehow led back to the ,monarchs and serfs,-60.46875,-56.84375,-3.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,monks and tanners,54,0.5,It somehow led back to the ,monks and tanners,-56.90625,-59.78125,2.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,monks and telescopes,72,0.5,It somehow led back to the ,monks and telescopes,-60.0625,-60.75,0.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,moths and seas,70,0.5,It somehow led back to the ,moths and seas,-56.78125,-53.6875,-3.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,moths and suns,52,0.5,It somehow led back to the ,moths and suns,-58.25,-58.34375,0.09375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mountains and petals,44,0.5,It somehow led back to the ,mountains and petals,-52.09375,-55.03125,2.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mud and platinum,86,0.5,It somehow led back to the ,mud and platinum,-54.03125,-54.71875,0.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mudslides and puddles,28,0.5,It somehow led back to the ,mudslides and puddles,-62.53125,-62.1875,-0.34375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mushrooms and oaks,6,0.5,It somehow led back to the ,mushrooms and oaks,-55.71875,-57.5,1.78125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,mushrooms and pines,28,0.5,It somehow led back to the ,mushrooms and pines,-58.3125,-55.875,-2.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,muskets and slingshots,90,0.5,It somehow led back to the ,muskets and slingshots,-58.5625,-59.40625,0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,nebulae and sparks,16,0.5,It somehow led back to the ,nebulae and sparks,-62.75,-58.5625,-4.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,nectar and swill,38,0.5,It somehow led back to the ,nectar and swill,-60.71875,-59.09375,-1.625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,needles and ravens,90,0.5,It somehow led back to the ,needles and ravens,-52.875,-55.75,2.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,needles and sledgehammers,34,0.5,It somehow led back to the ,needles and sledgehammers,-63.65625,-61.71875,-1.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,needles and tigers,10,0.5,It somehow led back to the ,needles and tigers,-53.40625,-53.59375,0.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,nurses and patriarchs,28,0.5,It somehow led back to the ,nurses and patriarchs,-58.75,-61.0625,2.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,oboes and tambourines,38,0.5,It somehow led back to the ,oboes and tambourines,-72.1875,-71.25,-0.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,organs and whistles,60,0.5,It somehow led back to the ,organs and whistles,-53.5625,-58.59375,5.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,owls and pennies,88,0.5,It somehow led back to the ,owls and pennies,-58.71875,-56.5625,-2.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,owls and thimbles,16,0.5,It somehow led back to the ,owls and thimbles,-53.28125,-54.09375,0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,paintbrushes and sailors,58,0.5,It somehow led back to the ,paintbrushes and sailors,-61.09375,-67.6875,6.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,palaces and pigsties,54,0.5,It somehow led back to the ,palaces and pigsties,-59.25,-61.1875,1.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pearls and silt,68,0.5,It somehow led back to the ,pearls and silt,-55.59375,-57.65625,2.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,peasants and sultans,64,0.5,It somehow led back to the ,peasants and sultans,-56.40625,-58.65625,2.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pebbles and volcanoes,30,0.5,It somehow led back to the ,pebbles and volcanoes,-55.5,-52.28125,-3.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pelicans and sardines,46,0.5,It somehow led back to the ,pelicans and sardines,-61.40625,-60.96875,-0.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pennies and wolves,28,0.5,It somehow led back to the ,pennies and wolves,-56.625,-55.5625,-1.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,petals and tornadoes,56,0.5,It somehow led back to the ,petals and tornadoes,-53.5625,-53.875,0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pharaohs and potters,54,0.5,It somehow led back to the ,pharaohs and potters,-56.4375,-58.5625,2.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pianos and triangles,64,0.5,It somehow led back to the ,pianos and triangles,-58.84375,-60.5625,1.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pickaxes and pins,24,0.5,It somehow led back to the ,pickaxes and pins,-66.8125,-66.25,-0.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pikes and slingshots,10,0.5,It somehow led back to the ,pikes and slingshots,-61.28125,-62.40625,1.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pinnacles and vales,36,0.5,It somehow led back to the ,pinnacles and vales,-62.03125,-62.75,0.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pins and tigers,76,0.5,It somehow led back to the ,pins and tigers,-54.34375,-53.53125,-0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pins and walls,82,0.5,It somehow led back to the ,pins and walls,-54.0625,-51.46875,-2.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,planets and sparks,52,0.5,It somehow led back to the ,planets and sparks,-56.6875,-57.34375,0.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,priests and tanners,90,0.5,It somehow led back to the ,priests and tanners,-57.5,-58.34375,0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,priors and scullions,8,0.5,It somehow led back to the ,priors and scullions,-67.4375,-67.75,0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pterodactyls and sparrows,64,0.5,It somehow led back to the ,pterodactyls and sparrows,-65.5,-64.0625,-1.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,puddles and straits,88,0.5,It somehow led back to the ,puddles and straits,-59.3125,-59.46875,0.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,puppies and tigers,34,0.5,It somehow led back to the ,puppies and tigers,-56.5625,-55.875,-0.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,pyramids and sandcastles,90,0.5,It somehow led back to the ,pyramids and sandcastles,-53.15625,-57.96875,4.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,queens and serfs,48,0.5,It somehow led back to the ,queens and serfs,-58.71875,-56.71875,-2.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rags and tapestries,92,0.5,It somehow led back to the ,rags and tapestries,-60.125,-60.78125,0.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rapiers and thimbles,80,0.5,It somehow led back to the ,rapiers and thimbles,-56.03125,-57.0625,1.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rats and sharks,2,0.5,It somehow led back to the ,rats and sharks,-55.75,-53.71875,-2.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,redwoods and toadstools,78,0.5,It somehow led back to the ,redwoods and toadstools,-63.375,-66.25,2.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rhinoceroses and voles,62,0.5,It somehow led back to the ,rhinoceroses and voles,-63.71875,-65.9375,2.21875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ribbons and sharks,26,0.5,It somehow led back to the ,ribbons and sharks,-55.3125,-52.875,-2.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ribbons and shields,20,0.5,It somehow led back to the ,ribbons and shields,-54.125,-54.375,0.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ripples and waterspouts,62,0.5,It somehow led back to the ,ripples and waterspouts,-63.0,-60.0625,-2.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rivers and seeds,42,0.5,It somehow led back to the ,rivers and seeds,-55.8125,-53.78125,-2.03125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rubies and sandstone,8,0.5,It somehow led back to the ,rubies and sandstone,-64.3125,-59.0,-5.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,rustles and tempests,36,0.5,It somehow led back to the ,rustles and tempests,-57.9375,-60.40625,2.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sackcloth and velvet,22,0.5,It somehow led back to the ,sackcloth and velvet,-61.40625,-59.8125,-1.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sardines and whales,42,0.5,It somehow led back to the ,sardines and whales,-61.3125,-59.8125,-1.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,saxophones and whistles,50,0.5,It somehow led back to the ,saxophones and whistles,-62.3125,-60.8125,-1.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,scepters and twigs,74,0.5,It somehow led back to the ,scepters and twigs,-61.21875,-64.8125,3.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,scissors and scythes,14,0.5,It somehow led back to the ,scissors and scythes,-62.0,-63.90625,1.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,seeds and sharks,34,0.5,It somehow led back to the ,seeds and sharks,-54.0625,-54.65625,0.59375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,serfs and tsars,70,0.5,It somehow led back to the ,serfs and tsars,-56.375,-58.28125,1.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sharks and teacups,2,0.5,It somehow led back to the ,sharks and teacups,-58.53125,-56.8125,-1.71875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,showers and typhoons,54,0.5,It somehow led back to the ,showers and typhoons,-61.75,-61.5625,-0.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,slings and trebuchets,84,0.5,It somehow led back to the ,slings and trebuchets,-66.625,-64.9375,-1.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,soldiers and spools,38,0.5,It somehow led back to the ,soldiers and spools,-61.6875,-61.25,-0.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sparks and thunderbolts,28,0.5,It somehow led back to the ,sparks and thunderbolts,-56.59375,-55.9375,-0.65625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,sparrows and wolves,4,0.5,It somehow led back to the ,sparrows and wolves,-55.65625,-54.59375,-1.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,spears and tablecloths,10,0.5,It somehow led back to the ,spears and tablecloths,-61.15625,-56.21875,-4.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,spoons and wolves,80,0.5,It somehow led back to the ,spoons and wolves,-53.53125,-54.53125,1.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,tablecloths and tigers,72,0.5,It somehow led back to the ,tablecloths and tigers,-54.8125,-57.71875,2.90625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,teacups and wolves,26,0.5,It somehow led back to the ,teacups and wolves,-57.375,-59.375,2.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,therapy and vacations,26,0.5,It somehow led back to the ,therapy and vacations,-65.625,-60.46875,-5.15625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,thimbles and towers,18,0.5,It somehow led back to the ,thimbles and towers,-53.59375,-51.15625,-2.4375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,thimbles and wolves,76,0.5,It somehow led back to the ,thimbles and wolves,-53.90625,-50.4375,-3.46875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,thunderclaps and whispers,76,0.5,It somehow led back to the ,thunderclaps and whispers,-59.84375,-60.90625,1.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,trombones and whistles,40,0.5,It somehow led back to the ,trombones and whistles,-62.75,-63.5625,0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,tsars and vagrants,96,0.5,It somehow led back to the ,tsars and vagrants,-56.3125,-55.46875,-0.84375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,tubas and whistles,62,0.5,It somehow led back to the ,tubas and whistles,-61.0,-62.3125,1.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,vocabulary and vowels,66,0.5,It somehow led back to the ,vocabulary and vowels,-58.4375,-60.1875,1.75
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,abashed and sorry,28,0.5,What stood out most was the ,abashed and sorry,-73.125,-72.3125,-0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,abbots and acolytes,52,0.5,What stood out most was the ,abbots and acolytes,-82.9375,-88.0625,5.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,abysses and puddles,46,0.5,What stood out most was the ,abysses and puddles,-76.125,-75.8125,-0.3125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and boulders,92,0.5,What stood out most was the ,acorns and boulders,-67.375,-66.5625,-0.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and goblets,24,0.5,What stood out most was the ,acorns and goblets,-73.25,-71.6875,-1.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and lions,72,0.5,What stood out most was the ,acorns and lions,-67.1875,-67.6875,0.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and tigers,30,0.5,What stood out most was the ,acorns and tigers,-67.8125,-68.3125,0.5
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,acorns and valleys,46,0.5,What stood out most was the ,acorns and valleys,-69.625,-70.3125,0.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,actresses and lumberjacks,96,0.5,What stood out most was the ,actresses and lumberjacks,-79.4375,-76.75,-2.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and deckhands,22,0.5,What stood out most was the ,admirals and deckhands,-84.375,-78.375,-6.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and flowers,12,0.5,What stood out most was the ,admirals and flowers,-72.0,-68.625,-3.375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and knitting,24,0.5,What stood out most was the ,admirals and knitting,-75.375,-75.5,0.125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and paupers,58,0.5,What stood out most was the ,admirals and paupers,-74.6875,-73.0,-1.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and ribbons,16,0.5,What stood out most was the ,admirals and ribbons,-72.9375,-70.125,-2.8125
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,admirals and weavers,14,0.5,What stood out most was the ,admirals and weavers,-75.875,-72.1875,-3.6875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,allergic and unaccustomed,28,0.5,What stood out most was the ,allergic and unaccustomed,-75.625,-77.8125,2.1875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,amber and gravel,30,0.5,What stood out most was the ,amber and gravel,-73.5,-67.4375,-6.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,amethysts and pebbles,92,0.5,What stood out most was the ,amethysts and pebbles,-75.6875,-73.8125,-1.875
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,amphitheaters and gazebos,8,0.5,What stood out most was the ,amphitheaters and gazebos,-95.875,-93.625,-2.25
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,annoying and teal,4,0.5,What stood out most was the ,annoying and teal,-76.1875,-75.125,-1.0625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,anthills and volcanoes,2,0.5,What stood out most was the ,anthills and volcanoes,-77.875,-79.4375,1.5625
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ants and giraffes,100,0.5,What stood out most was the ,ants and giraffes,-66.1875,-68.1875,2.0
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,ants and stars,56,0.5,What stood out most was the ,ants and stars,-65.5625,-64.625,-0.9375
znhoughton/opt-babylm-1.3b-ablated-finetuned-20eps-seed964,finetuned,final,0,0,anvils and coins,24,0.5,What stood out most was the ,anvils and coins,-75.75,-78.75,3.0
